delivery_id,order_id,delivery_status,delivery_time,rider_id
2503,9692,Order,1:20:13,8
2504,5251,Order,11:35:44,5
2505,6680,Delivered,19:47:04,11
2506,8032,Delivered,18:10:37,20
2507,1361,Order,20:49:50,19
2508,9032,Order,23:32:23,11
2509,7902,Order,0:59:52,7
2510,4978,Not Delivered,2:33:33,15
2511,9002,Order,6:30:19,7
2512,618,Not Delivered,12:50:50,17
2513,6639,Delivered,0:37:46,9
2514,9788,Not Delivered,19:40:02,3
2515,7092,Delivered,14:32:17,3
2516,5922,Delivered,18:01:08,1
2517,7497,Not Delivered,20:38:22,5
2518,4509,Delivered,8:25:45,9
2519,2523,Delivered,19:35:09,2
2520,2881,Not Delivered,14:18:40,8
2521,1548,Delivered,20:04:56,14
2522,3081,Order,15:06:57,2
2523,1139,Delivered,12:10:30,6
2524,7374,Order,20:49:23,4
2525,9634,Delivered,9:02:48,5
2526,9513,Not Delivered,20:34:17,5
2527,828,Not Delivered,1:08:47,18
2528,9764,Order,16:20:39,13
2529,749,Order,1:46:16,15
2530,2085,Delivered,5:58:34,1
2531,8526,Order,10:06:41,17
2532,1366,Not Delivered,1:27:18,15
2533,7112,Order,20:57:46,8
2534,3833,Delivered,12:12:45,14
2535,6894,Order,7:57:55,18
2536,5189,Delivered,"1 day, 0:42:41",1
2537,6031,Order,"1 day, 0:52:06",10
2538,567,Not Delivered,20:37:50,14
2539,2470,Not Delivered,10:53:23,11
2540,7813,Delivered,9:00:44,19
2541,4928,Order,4:08:52,16
2542,8113,Delivered,5:40:10,7
2543,6418,Delivered,14:49:11,8
2544,2331,Order,22:35:44,11
2545,6690,Order,3:37:56,12
2546,7717,Delivered,23:02:19,14
2547,224,Not Delivered,0:32:44,3
2548,5421,Delivered,9:13:54,11
2549,3078,Order,17:54:47,16
2550,3205,Delivered,17:29:47,17
2551,2234,Order,"1 day, 0:07:22",17
2552,8072,Delivered,9:40:49,11
2553,5353,Order,15:47:29,13
2554,8753,Order,19:00:55,11
2555,816,Delivered,2:48:56,13
2556,3164,Order,13:50:02,11
2557,407,Order,6:24:21,15
2558,1078,Order,18:54:34,1
2559,8563,Delivered,"1 day, 0:41:12",8
2560,1023,Order,23:27:47,10
2561,3415,Delivered,21:04:55,15
2562,5827,Order,18:05:07,1
2563,4732,Not Delivered,4:06:38,10
2564,1370,Order,17:33:14,17
2565,6174,Delivered,6:45:11,17
2566,1030,Order,6:03:19,11
2567,7451,Delivered,"1 day, 0:09:54",14
2568,632,Delivered,8:37:48,14
2569,3991,Not Delivered,5:06:16,18
2570,2350,Delivered,4:29:30,6
2571,626,Not Delivered,9:06:18,3
2572,4993,Order,8:25:40,20
2573,647,Not Delivered,3:08:54,10
2574,5847,Delivered,15:09:36,19
2575,8101,Order,21:21:07,4
2576,3749,Not Delivered,10:40:21,17
2577,7642,Order,15:14:38,16
2578,3431,Order,3:46:02,8
2579,6684,Delivered,7:17:36,12
2580,999,Not Delivered,18:53:27,20
2581,1302,Order,23:16:49,15
2582,173,Not Delivered,21:29:39,14
2583,5676,Not Delivered,17:54:43,10
2584,8071,Order,13:10:31,19
2585,4341,Delivered,0:23:37,1
2586,5536,Delivered,2:53:09,6
2587,4216,Delivered,15:14:03,5
2588,5879,Not Delivered,8:37:34,15
2589,1597,Delivered,1:30:52,15
2590,6423,Order,3:36:06,12
2591,4511,Order,22:16:14,14
2592,9404,Delivered,22:22:37,14
2593,1626,Delivered,15:54:13,13
2594,5856,Order,"1 day, 0:14:53",7
2595,9266,Delivered,11:43:31,15
2596,9723,Order,1:18:37,16
2597,7605,Not Delivered,16:37:17,8
2598,392,Order,3:58:41,19
2599,680,Delivered,4:31:32,6
2600,5398,Delivered,17:52:28,7
2601,7399,Order,0:13:53,20
2602,7932,Order,6:21:59,19
2603,9685,Delivered,8:54:03,20
2604,5535,Order,18:38:26,3
2605,5296,Order,19:10:33,5
2606,4474,Delivered,5:49:55,8
2607,2760,Not Delivered,20:13:46,11
2608,4316,Delivered,13:30:25,1
2609,3412,Not Delivered,12:22:14,8
2610,6934,Order,2:32:44,20
2611,5572,Order,14:34:32,9
2612,4367,Not Delivered,20:48:17,2
2613,4721,Not Delivered,14:20:01,9
2614,8182,Not Delivered,6:54:39,8
2615,4201,Order,11:15:16,19
2616,7588,Not Delivered,20:43:55,2
2617,1885,Delivered,1:34:26,16
2618,2419,Not Delivered,10:08:42,15
2619,6780,Delivered,19:59:48,3
2620,5467,Not Delivered,"1 day, 0:57:17",6
2621,1726,Order,15:24:31,18
2622,1185,Order,2:38:40,19
2623,9226,Order,11:50:37,10
2624,6939,Delivered,22:50:10,12
2625,5544,Order,15:47:40,8
2626,8574,Not Delivered,10:48:14,7
2627,9843,Not Delivered,13:58:19,13
2628,1243,Delivered,9:18:09,16
2629,9888,Order,13:09:32,4
2630,209,Order,12:43:51,17
2631,4788,Delivered,18:26:37,20
2632,6541,Order,21:09:36,18
2633,3102,Order,3:48:02,3
2634,5371,Not Delivered,21:17:31,9
2635,4234,Delivered,3:38:45,16
2636,1127,Not Delivered,7:11:14,16
2637,8779,Delivered,"1 day, 0:20:35",9
2638,1641,Delivered,8:08:39,3
2639,7518,Delivered,1:29:47,17
2640,8814,Delivered,8:20:09,1
2641,6839,Order,8:40:59,2
2642,3458,Not Delivered,"1 day, 0:40:51",12
2643,2854,Delivered,19:14:52,9
2644,8414,Delivered,2:29:08,5
2645,740,Delivered,20:01:38,19
2646,9626,Delivered,11:33:47,14
2647,8799,Order,1:32:26,18
2648,2582,Delivered,4:12:20,4
2649,9278,Not Delivered,13:51:52,14
2650,3921,Order,"1 day, 0:53:59",20
2651,218,Not Delivered,3:06:39,17
2652,7958,Not Delivered,20:07:41,15
2653,1599,Delivered,12:59:39,20
2654,5964,Order,3:36:31,7
2655,9955,Delivered,14:00:34,16
2656,9055,Not Delivered,1:10:42,13
2657,9969,Delivered,"1 day, 0:59:21",3
2658,9657,Order,2:46:07,12
2659,2520,Not Delivered,6:47:48,3
2660,931,Delivered,3:21:31,16
2661,8046,Order,12:13:26,8
2662,2381,Order,1:46:10,5
2663,5098,Order,16:08:27,20
2664,7186,Delivered,"1 day, 0:07:10",13
2665,3264,Order,6:01:27,8
2666,2783,Order,19:38:58,17
2667,5265,Delivered,1:53:25,11
2668,3475,Order,23:00:11,5
2669,4279,Delivered,13:02:58,11
2670,1017,Delivered,23:20:17,12
2671,3667,Not Delivered,5:23:13,16
2672,4677,Delivered,10:27:49,11
2673,3129,Not Delivered,2:49:54,20
2674,4185,Delivered,14:53:06,9
2675,5066,Delivered,"1 day, 0:02:36",7
2676,4519,Not Delivered,7:55:12,8
2677,7439,Delivered,23:02:05,20
2678,7342,Not Delivered,1:06:24,5
2679,5993,Order,7:56:34,18
2680,7544,Not Delivered,4:29:12,9
2681,2573,Not Delivered,21:01:21,2
2682,5842,Order,3:14:34,5
2683,528,Not Delivered,19:15:33,7
2684,6572,Delivered,17:12:09,10
2685,1318,Delivered,12:53:45,6
2686,102,Delivered,3:40:18,1
2687,7861,Delivered,18:53:57,9
2688,2154,Not Delivered,19:47:27,7
2689,9656,Delivered,15:23:42,6
2690,3650,Delivered,6:04:21,2
2691,6449,Order,11:36:51,10
2692,3423,Order,19:57:50,18
2693,7615,Order,16:20:27,1
2694,5684,Order,6:10:34,13
2695,7067,Order,16:32:07,8
2696,5404,Not Delivered,21:24:59,6
2697,532,Delivered,5:46:30,13
2698,2182,Order,23:57:37,16
2699,8306,Not Delivered,16:14:10,5
2700,2879,Not Delivered,9:40:48,2
2701,8938,Not Delivered,3:14:40,1
2702,1609,Order,11:42:42,3
2703,8580,Order,5:20:59,14
2704,6774,Not Delivered,8:01:39,11
2705,2687,Not Delivered,19:51:21,19
2706,9414,Delivered,1:07:14,16
2707,7599,Delivered,11:34:18,13
2708,4032,Delivered,21:05:38,17
2709,4779,Not Delivered,18:27:11,16
2710,6966,Order,17:34:22,11
2711,582,Not Delivered,10:46:28,13
2712,7197,Not Delivered,6:42:00,11
2713,7544,Delivered,21:53:14,17
2714,1175,Not Delivered,23:45:16,11
2715,2408,Delivered,5:17:53,18
2716,5903,Delivered,21:55:22,12
2717,3676,Not Delivered,1:02:01,16
2718,5390,Order,22:45:51,13
2719,2242,Delivered,"1 day, 0:45:27",7
2720,5194,Order,1:42:51,14
2721,2389,Order,17:05:00,14
2722,2213,Order,8:39:12,4
2723,2397,Delivered,9:09:04,2
2724,7913,Order,22:56:50,18
2725,3789,Not Delivered,0:48:39,16
2726,2300,Delivered,18:36:37,7
2727,5905,Order,5:45:38,7
2728,7132,Order,18:19:41,15
2729,6589,Not Delivered,1:04:39,11
2730,2973,Order,5:09:21,2
2731,9733,Not Delivered,15:12:18,16
2732,5673,Not Delivered,"1 day, 0:33:26",7
2733,1367,Delivered,19:31:01,6
2734,4873,Order,20:07:01,6
2735,1059,Order,17:25:18,12
2736,605,Delivered,9:46:29,1
2737,4989,Delivered,8:44:41,1
2738,8663,Not Delivered,21:00:28,9
2739,3712,Delivered,2:19:18,1
2740,7716,Delivered,"1 day, 0:29:31",3
2741,2516,Delivered,19:52:27,19
2742,6113,Order,"1 day, 0:01:06",4
2743,4527,Not Delivered,18:34:16,20
2744,9221,Not Delivered,11:03:19,17
2745,239,Order,20:07:21,2
2746,850,Order,22:53:15,10
2747,7188,Order,6:49:03,19
2748,2708,Not Delivered,12:02:16,6
2749,9396,Order,0:14:26,5
2750,1031,Not Delivered,1:07:42,11
2751,4758,Delivered,17:20:05,10
2752,4893,Delivered,11:50:59,5
2753,5459,Order,"1 day, 0:30:09",7
2754,2717,Order,15:44:32,12
2755,5643,Order,9:20:12,12
2756,6755,Order,20:40:02,10
2757,2858,Order,22:20:13,9
2758,6891,Delivered,19:50:26,6
2759,7559,Order,12:41:25,13
2760,9875,Not Delivered,16:34:57,14
2761,246,Order,15:01:48,13
2762,3544,Not Delivered,3:28:12,9
2763,4909,Delivered,9:18:13,7
2764,1412,Delivered,13:55:58,7
2765,3472,Not Delivered,19:27:04,16
2766,8639,Order,17:52:11,5
2767,8511,Not Delivered,21:29:38,6
2768,3250,Not Delivered,4:22:34,3
2769,688,Order,1:56:45,19
2770,5442,Order,14:51:19,11
2771,6739,Order,3:32:05,16
2772,170,Delivered,5:45:26,10
2773,1462,Delivered,22:18:38,7
2774,7640,Delivered,8:26:00,10
2775,960,Not Delivered,23:32:18,11
2776,3159,Order,4:23:33,3
2777,4834,Order,7:13:53,6
2778,2483,Not Delivered,8:00:12,3
2779,3502,Not Delivered,4:01:48,18
2780,5277,Delivered,0:31:13,20
2781,8408,Delivered,9:35:04,10
2782,4850,Order,17:31:03,9
2783,1711,Not Delivered,5:03:13,11
2784,8755,Order,15:17:34,12
2785,3081,Delivered,5:18:04,12
2786,9272,Order,14:21:54,18
2787,5855,Delivered,18:32:44,10
2788,8708,Order,15:45:47,20
2789,7338,Order,16:29:12,19
2790,3632,Not Delivered,7:51:52,18
2791,6553,Not Delivered,12:58:47,20
2792,8468,Delivered,6:55:57,16
2793,8996,Delivered,3:02:26,16
2794,7005,Not Delivered,"1 day, 0:09:02",13
2795,2282,Not Delivered,6:52:57,5
2796,786,Order,0:09:54,20
2797,3186,Not Delivered,10:31:13,2
2798,1478,Not Delivered,14:50:05,2
2799,8067,Not Delivered,13:15:29,1
2800,749,Order,3:56:09,3
2801,1703,Not Delivered,3:26:08,13
2802,3434,Not Delivered,0:17:44,3
2803,1111,Not Delivered,1:12:42,1
2804,1093,Order,13:25:11,9
2805,8243,Delivered,13:10:48,3
2806,6480,Delivered,4:34:11,19
2807,8156,Not Delivered,17:19:23,11
2808,6571,Not Delivered,2:50:13,3
2809,4820,Delivered,6:29:11,2
2810,647,Not Delivered,14:52:39,20
2811,2677,Delivered,16:26:57,14
2812,8767,Order,"1 day, 0:35:32",19
2813,1686,Not Delivered,23:38:09,7
2814,7965,Delivered,18:03:21,14
2815,4865,Not Delivered,1:28:02,16
2816,9045,Not Delivered,9:48:51,9
2817,7649,Not Delivered,10:27:20,16
2818,7619,Delivered,12:18:12,17
2819,8573,Order,22:50:39,3
2820,3241,Delivered,9:44:04,17
2821,8065,Not Delivered,20:08:35,6
2822,3497,Not Delivered,22:22:05,20
2823,7161,Delivered,8:54:15,11
2824,4015,Order,11:03:33,3
2825,3696,Delivered,13:20:06,4
2826,4804,Delivered,12:46:23,17
2827,6110,Order,21:59:42,7
2828,8783,Delivered,"1 day, 0:32:32",20
2829,6592,Not Delivered,2:44:05,11
2830,5952,Not Delivered,20:35:52,11
2831,4143,Delivered,21:30:23,17
2832,3838,Delivered,17:26:07,16
2833,6225,Order,23:45:28,14
2834,5576,Order,"1 day, 0:47:22",9
2835,997,Delivered,0:13:57,8
2836,8105,Not Delivered,7:57:03,3
2837,6176,Not Delivered,22:12:57,7
2838,6374,Not Delivered,13:39:02,12
2839,463,Delivered,4:43:06,20
2840,7914,Delivered,"1 day, 0:28:53",6
2841,6351,Delivered,22:38:36,17
2842,1595,Order,5:45:03,19
2843,6179,Not Delivered,1:22:32,17
2844,599,Not Delivered,16:52:54,16
2845,1063,Order,13:29:12,8
2846,4878,Order,16:21:10,18
2847,1267,Delivered,7:48:13,13
2848,6897,Not Delivered,6:07:31,6
2849,8203,Delivered,14:55:15,16
2850,9433,Order,21:16:29,8
2851,1952,Delivered,16:33:44,4
2852,8654,Delivered,1:09:16,16
2853,337,Not Delivered,1:58:19,13
2854,4142,Not Delivered,0:52:22,3
2855,3473,Order,23:45:04,3
2856,8565,Not Delivered,13:59:33,11
2857,9717,Not Delivered,13:10:28,6
2858,5254,Order,13:27:35,8
2859,1590,Order,11:39:20,13
2860,3478,Order,19:34:47,1
2861,9580,Delivered,13:54:32,7
2862,2110,Not Delivered,4:53:44,5
2863,2512,Delivered,11:00:39,13
2864,5957,Delivered,21:06:16,15
2865,8323,Delivered,21:12:52,6
2866,3324,Delivered,12:44:25,5
2867,3933,Delivered,6:36:03,11
2868,3612,Order,13:19:28,10
2869,6454,Not Delivered,14:41:03,16
2870,8827,Not Delivered,18:11:53,6
2871,9095,Delivered,14:15:29,10
2872,5983,Not Delivered,19:38:36,17
2873,7170,Order,18:42:33,14
2874,4477,Order,6:02:52,18
2875,9926,Not Delivered,16:39:44,20
2876,6194,Order,20:37:25,12
2877,6528,Not Delivered,4:04:22,13
2878,7244,Not Delivered,14:44:12,4
2879,719,Delivered,10:13:57,3
2880,8272,Order,3:18:31,15
2881,7986,Not Delivered,19:29:03,11
2882,8759,Delivered,6:21:18,4
2883,5182,Not Delivered,14:46:17,9
2884,6532,Not Delivered,22:13:56,11
2885,1958,Delivered,19:46:37,1
2886,8851,Not Delivered,11:01:16,12
2887,8658,Not Delivered,12:57:23,12
2888,1258,Not Delivered,20:42:11,17
2889,8062,Order,19:32:52,16
2890,1640,Delivered,19:56:21,5
2891,1362,Not Delivered,7:13:59,12
2892,7535,Not Delivered,2:11:23,1
2893,9217,Delivered,14:50:46,7
2894,9701,Delivered,4:25:56,18
2895,8942,Not Delivered,14:22:56,15
2896,7210,Order,11:07:01,9
2897,7278,Delivered,0:48:37,15
2898,5038,Not Delivered,5:17:30,14
2899,5652,Not Delivered,6:50:14,19
2900,5587,Order,1:32:30,17
2901,908,Delivered,14:51:38,10
2902,4738,Not Delivered,2:32:03,1
2903,4929,Delivered,22:12:41,9
2904,6744,Not Delivered,19:57:41,20
2905,5432,Order,18:40:48,13
2906,4684,Order,12:26:13,5
2907,4478,Not Delivered,13:04:56,17
2908,6434,Order,9:26:56,4
2909,959,Order,"1 day, 0:18:17",1
2910,9331,Order,21:15:55,10
2911,241,Order,6:41:56,20
2912,6047,Delivered,20:33:38,20
2913,9881,Delivered,16:11:04,14
2914,2715,Order,1:29:41,9
2915,5102,Delivered,5:33:03,13
2916,916,Order,9:40:56,19
2917,6888,Order,14:44:06,10
2918,9556,Delivered,3:24:03,15
2919,6263,Order,18:02:19,18
2920,9744,Delivered,15:30:26,20
2921,7894,Not Delivered,16:59:40,5
2922,3682,Delivered,21:41:38,8
2923,2355,Delivered,0:51:00,20
2924,9126,Order,17:22:43,14
2925,4930,Not Delivered,14:36:55,4
2926,1523,Order,2:19:21,12
2927,5901,Delivered,0:56:59,3
2928,2527,Order,2:02:46,18
2929,4886,Delivered,2:09:20,20
2930,5175,Order,23:23:46,8
2931,2024,Not Delivered,9:20:19,14
2932,6050,Not Delivered,19:04:46,13
2933,9014,Not Delivered,17:02:03,4
2934,4800,Not Delivered,18:41:42,1
2935,9502,Order,19:47:42,4
2936,4153,Order,4:41:33,5
2937,1132,Delivered,16:54:58,9
2938,8986,Delivered,7:09:24,15
2939,2829,Not Delivered,8:00:17,19
2940,3604,Order,7:44:11,16
2941,1802,Order,20:56:01,6
2942,6978,Delivered,15:56:44,10
2943,218,Order,13:36:45,14
2944,8572,Delivered,3:29:36,19
2945,3376,Delivered,18:58:34,9
2946,3547,Delivered,6:29:19,8
2947,6184,Order,17:16:59,3
2948,753,Not Delivered,20:42:04,20
2949,3367,Delivered,5:57:20,6
2950,3542,Delivered,2:45:00,18
2951,2680,Not Delivered,8:23:06,10
2952,6123,Order,18:19:28,11
2953,599,Not Delivered,13:57:47,18
2954,6490,Delivered,4:17:04,16
2955,9442,Not Delivered,11:38:24,5
2956,9281,Order,20:32:28,2
2957,906,Delivered,11:31:10,9
2958,7990,Not Delivered,14:59:36,15
2959,4755,Delivered,9:06:39,14
2960,2773,Order,0:25:47,8
2961,8152,Not Delivered,7:52:29,18
2962,1139,Delivered,1:41:00,6
2963,571,Order,3:21:24,16
2964,6756,Not Delivered,11:17:02,14
2965,9219,Delivered,20:07:55,9
2966,3126,Delivered,9:10:35,7
2967,9632,Not Delivered,18:55:34,11
2968,7406,Delivered,10:03:44,17
2969,1837,Order,7:09:28,7
2970,2536,Order,17:13:55,14
2971,2012,Order,15:03:04,11
2972,584,Order,4:48:48,1
2973,5667,Delivered,10:17:33,7
2974,7960,Order,22:01:33,5
2975,7702,Delivered,2:07:16,9
2976,2032,Delivered,22:59:16,18
2977,1689,Not Delivered,13:09:55,20
2978,2172,Order,4:04:48,20
2979,715,Order,4:15:57,12
2980,5597,Order,6:49:47,11
2981,5776,Not Delivered,"1 day, 0:28:05",20
2982,9695,Order,"1 day, 0:04:13",11
2983,1048,Not Delivered,6:17:28,15
2984,296,Order,19:48:22,6
2985,2549,Not Delivered,15:50:15,14
2986,1836,Not Delivered,6:00:47,5
2987,3523,Delivered,13:21:07,5
2988,6795,Order,21:20:19,12
2989,4960,Order,10:41:04,14
2990,4804,Not Delivered,9:37:56,11
2991,1824,Delivered,2:56:51,10
2992,328,Delivered,3:25:45,2
2993,6596,Order,4:18:56,12
2994,595,Not Delivered,21:07:40,1
2995,6638,Delivered,16:02:07,19
2996,4174,Not Delivered,14:30:45,3
2997,3394,Not Delivered,8:09:31,6
2998,710,Order,18:50:07,6
2999,5651,Delivered,7:31:35,9
3000,8390,Delivered,17:13:53,9
3001,7353,Order,18:25:49,14
3002,5994,Not Delivered,16:01:36,9
3003,3345,Not Delivered,8:09:02,1
3004,3261,Not Delivered,13:16:16,18
3005,8569,Not Delivered,8:49:42,18
3006,6593,Order,17:44:06,14
3007,2781,Delivered,14:10:46,11
3008,9632,Order,10:00:14,6
3009,4225,Order,16:58:16,3
3010,2115,Not Delivered,13:02:52,2
3011,195,Not Delivered,3:30:57,8
3012,9558,Not Delivered,11:17:14,5
3013,9138,Not Delivered,9:00:44,3
3014,5152,Not Delivered,5:11:11,14
3015,830,Delivered,2:52:29,6
3016,3276,Delivered,8:15:30,5
3017,2973,Delivered,10:43:48,6
3018,9617,Order,8:18:15,20
3019,839,Delivered,7:11:37,7
3020,9880,Order,0:23:53,14
3021,201,Delivered,"1 day, 0:14:35",5
3022,867,Order,"1 day, 0:00:23",6
3023,6007,Order,8:09:41,20
3024,3835,Not Delivered,0:21:12,1
3025,3247,Delivered,9:50:02,1
3026,4732,Not Delivered,16:38:40,9
3027,5012,Not Delivered,10:03:36,17
3028,1054,Delivered,7:33:25,14
3029,9383,Not Delivered,7:17:25,13
3030,7167,Delivered,14:35:47,5
3031,664,Not Delivered,19:23:05,12
3032,4443,Delivered,22:41:53,4
3033,9571,Delivered,18:30:44,17
3034,7395,Delivered,21:12:52,7
3035,3604,Order,1:54:53,14
3036,1884,Delivered,9:05:06,10
3037,9119,Not Delivered,15:45:39,12
3038,1796,Delivered,17:20:58,2
3039,8272,Order,14:24:47,7
3040,6720,Delivered,1:17:33,6
3041,9686,Order,5:50:56,8
3042,7019,Order,11:24:21,17
3043,9384,Order,"1 day, 0:40:37",20
3044,9968,Delivered,5:43:27,16
3045,1991,Not Delivered,21:20:33,11
3046,5809,Not Delivered,7:52:34,10
3047,4999,Not Delivered,18:30:41,4
3048,1848,Order,18:52:13,1
3049,699,Order,18:34:41,3
3050,6843,Order,22:32:49,12
3051,6050,Order,6:32:17,7
3052,342,Order,5:57:41,17
3053,7055,Order,21:03:35,1
3054,7176,Order,19:35:32,8
3055,8737,Delivered,4:19:52,20
3056,1806,Delivered,11:45:41,11
3057,3510,Not Delivered,10:02:52,1
3058,9592,Order,4:06:33,9
3059,2323,Order,12:39:13,5
3060,5353,Not Delivered,11:40:07,8
3061,9440,Order,3:11:36,10
3062,2657,Not Delivered,0:32:23,20
3063,2386,Delivered,15:13:05,3
3064,9936,Order,20:22:47,16
3065,9477,Order,2:05:20,19
3066,3902,Delivered,22:59:40,8
3067,9649,Order,10:02:48,15
3068,8024,Not Delivered,"1 day, 0:31:05",18
3069,9820,Not Delivered,6:01:50,14
3070,4238,Delivered,4:48:35,8
3071,9568,Order,22:13:06,2
3072,1359,Not Delivered,15:24:55,4
3073,6673,Not Delivered,11:56:26,2
3074,8567,Order,14:11:16,4
3075,2999,Not Delivered,7:27:19,4
3076,4735,Not Delivered,1:02:44,3
3077,2927,Delivered,10:00:23,17
3078,2644,Order,18:24:35,6
3079,857,Delivered,11:29:36,6
3080,7500,Not Delivered,15:57:33,6
3081,224,Order,4:16:51,14
3082,9898,Not Delivered,10:06:19,8
3083,362,Not Delivered,19:46:12,17
3084,2933,Not Delivered,1:18:00,6
3085,500,Not Delivered,12:06:24,18
3086,8571,Not Delivered,23:12:07,13
3087,1788,Delivered,9:00:18,20
3088,3854,Order,23:12:47,19
3089,7425,Not Delivered,14:12:56,8
3090,3754,Order,1:19:44,11
3091,1023,Order,22:03:31,19
3092,5078,Delivered,11:48:53,7
3093,7105,Order,"1 day, 0:33:07",1
3094,1512,Order,23:15:48,15
3095,7298,Delivered,3:12:32,1
3096,8804,Order,11:41:17,5
3097,4801,Not Delivered,11:03:57,17
3098,1989,Delivered,3:46:59,17
3099,9895,Not Delivered,12:14:03,16
3100,7728,Order,10:50:49,9
3101,6126,Order,5:05:11,7
3102,8451,Order,16:22:01,2
3103,9624,Order,4:49:14,8
3104,9472,Not Delivered,5:07:01,20
3105,9747,Order,11:33:45,15
3106,6623,Delivered,3:14:10,6
3107,9165,Order,0:56:59,8
3108,7483,Not Delivered,19:47:14,20
3109,2011,Not Delivered,"1 day, 0:45:29",16
3110,5168,Not Delivered,3:13:23,17
3111,483,Not Delivered,19:57:29,8
3112,311,Not Delivered,7:16:31,3
3113,2205,Delivered,0:40:01,14
3114,6119,Not Delivered,11:46:14,15
3115,579,Delivered,6:25:51,3
3116,3665,Delivered,3:24:04,9
3117,6618,Order,10:15:12,7
3118,7097,Delivered,5:07:31,11
3119,6173,Not Delivered,19:53:23,8
3120,1763,Delivered,19:38:47,19
3121,114,Not Delivered,5:28:53,4
3122,1768,Not Delivered,16:59:52,15
3123,3535,Delivered,11:05:31,6
3124,3894,Delivered,12:22:51,15
3125,559,Delivered,18:04:17,9
3126,2308,Not Delivered,13:35:25,17
3127,1301,Not Delivered,5:36:43,12
3128,872,Delivered,0:34:36,2
3129,4295,Delivered,11:07:21,11
3130,801,Not Delivered,6:06:14,13
3131,8763,Order,20:22:36,14
3132,1914,Order,12:08:44,19
3133,2303,Order,8:25:41,16
3134,5696,Delivered,10:49:49,13
3135,181,Order,13:19:04,10
3136,4331,Not Delivered,2:02:06,6
3137,4358,Order,9:43:28,10
3138,2292,Delivered,0:16:35,18
3139,2624,Not Delivered,0:50:57,18
3140,8318,Order,12:58:26,7
3141,7160,Order,15:09:49,5
3142,4061,Order,3:11:58,19
3143,8899,Delivered,21:45:46,2
3144,5005,Not Delivered,17:58:25,9
3145,8423,Order,18:19:44,13
3146,599,Order,19:25:23,7
3147,2996,Not Delivered,23:54:08,11
3148,7256,Delivered,11:12:23,6
3149,3967,Order,10:31:58,9
3150,1061,Order,4:21:05,1
3151,6545,Not Delivered,12:19:56,16
3152,8792,Order,3:51:28,4
3153,4186,Delivered,22:53:12,19
3154,9781,Delivered,21:45:15,3
3155,9421,Delivered,12:14:33,16
3156,1177,Delivered,19:11:40,3
3157,3355,Delivered,"1 day, 0:27:57",15
3158,9675,Delivered,14:34:16,19
3159,6814,Delivered,20:28:08,16
3160,5719,Not Delivered,11:14:35,13
3161,7050,Order,"1 day, 0:58:34",4
3162,6880,Not Delivered,9:25:04,20
3163,3665,Delivered,15:30:37,15
3164,8849,Delivered,13:56:10,9
3165,9717,Delivered,9:58:46,13
3166,6953,Order,0:32:34,10
3167,2103,Order,14:55:12,7
3168,2914,Order,3:23:59,6
3169,7399,Order,5:17:55,7
3170,3582,Not Delivered,10:41:48,1
3171,954,Delivered,3:32:11,15
3172,711,Delivered,8:53:59,16
3173,2548,Not Delivered,2:36:51,6
3174,2188,Order,16:16:38,5
3175,1226,Delivered,22:17:54,5
3176,5017,Not Delivered,14:09:03,19
3177,1516,Order,6:54:22,19
3178,3845,Delivered,2:18:13,8
3179,7633,Delivered,15:59:33,9
3180,8795,Delivered,18:56:21,2
3181,7493,Not Delivered,21:27:24,13
3182,6351,Delivered,14:52:17,10
3183,1722,Not Delivered,9:10:01,7
3184,8282,Delivered,3:22:33,20
3185,6681,Delivered,14:22:19,7
3186,9060,Not Delivered,18:54:06,4
3187,932,Order,14:29:07,5
3188,6590,Delivered,10:54:58,19
3189,5181,Order,3:23:30,12
3190,5420,Not Delivered,11:09:19,2
3191,9903,Order,13:00:09,19
3192,2851,Not Delivered,21:19:51,17
3193,866,Order,5:22:15,1
3194,5702,Not Delivered,7:08:24,2
3195,9723,Not Delivered,"1 day, 0:57:50",1
3196,5494,Not Delivered,16:47:10,14
3197,596,Not Delivered,10:32:02,17
3198,8951,Order,8:51:00,14
3199,6988,Delivered,13:17:22,6
3200,485,Order,13:04:18,20
3201,4197,Order,11:42:32,12
3202,8398,Order,4:21:45,3
3203,3222,Order,2:05:54,13
3204,6154,Not Delivered,6:36:08,11
3205,9671,Not Delivered,6:37:32,14
3206,4471,Order,23:52:52,7
3207,1855,Delivered,19:02:02,7
3208,2822,Order,18:49:42,9
3209,5874,Not Delivered,1:44:03,2
3210,1619,Not Delivered,16:36:13,7
3211,2898,Order,7:49:38,2
3212,5867,Delivered,5:50:01,16
3213,2615,Delivered,12:39:26,3
3214,4389,Delivered,3:32:06,4
3215,8094,Not Delivered,21:03:50,10
3216,7610,Delivered,18:29:49,13
3217,8076,Order,21:07:57,2
3218,4291,Delivered,19:53:03,4
3219,8560,Not Delivered,16:10:20,12
3220,5756,Delivered,1:57:53,3
3221,8050,Delivered,21:08:51,7
3222,2211,Not Delivered,2:33:00,3
3223,3365,Order,23:37:31,4
3224,4402,Not Delivered,23:18:32,4
3225,8747,Order,23:19:36,18
3226,8072,Delivered,17:49:11,5
3227,903,Delivered,1:13:20,12
3228,4267,Not Delivered,21:55:10,11
3229,6973,Delivered,0:45:36,18
3230,2097,Order,1:46:06,16
3231,4593,Order,14:50:28,20
3232,2769,Order,6:54:42,6
3233,9656,Delivered,1:39:29,6
