order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2973,19,43,Butter Chicken,16-03-2023,07:31:51,Completed,374
2974,13,44,Pasta Alfredo,22-06-2023,13:27:45,Completed,339
2975,33,15,Rajma Chawal,11-10-2023,07:56:12,Completed,313
2976,9,57,Chicken Biryani,19-06-2023,12:09:59,Completed,580
2977,33,19,Rajma Chawal,18-09-2023,10:48:58,Completed,209
2978,22,36,Masala Dosa,07-04-2023,10:11:11,Completed,160
2979,4,53,Paneer Butter Masala,10-04-2023,06:33:03,Completed,400
2980,30,4,Paneer Butter Masala,03-07-2023,21:02:14,Completed,443
2981,17,34,Veg Biryani,10-02-2023,05:25:24,Completed,396
2982,8,6,Mutton Biryani,16-09-2023,09:34:45,Completed,356
2983,6,39,Chicken Burger,10-03-2023,12:56:00,Completed,441
2984,25,7,Rajma Chawal,01-04-2023,17:12:29,Completed,555
2985,9,30,Masala Dosa,20-10-2023,04:13:39,Completed,295
2986,14,37,Prawn Masala,08-05-2023,11:55:32,Completed,536
2987,32,20,Chicken Burger,09-04-2023,01:11:48,Completed,319
2988,26,9,Veg Burger,07-04-2023,17:43:55,Completed,488
2989,20,39,Masala Dosa,12-06-2023,14:45:12,Completed,287
2990,29,13,Egg Curry,03-05-2023,08:05:08,Completed,150
2991,31,22,Butter Chicken,16-03-2023,03:27:11,Completed,587
2992,22,4,Samosa,28-05-2023,08:37:42,Completed,337
2993,31,59,Chole Bhature,23-07-2023,22:52:33,Completed,216
2994,5,28,Paneer Butter Masala,19-05-2023,11:22:31,Completed,418
2995,14,49,Paneer Lababdar,16-03-2023,17:46:43,Completed,448
2996,17,16,Paneer Lababdar,13-06-2023,13:27:48,Completed,178
2997,1,51,Mutton Biryani,05-09-2023,04:21:14,Completed,387
2998,11,34,Paneer Butter Masala,24-06-2023,05:26:04,Completed,232
2999,13,28,Veg Burger,11-08-2023,04:48:07,Completed,377
3000,33,41,Veg Burger,06-01-2023,08:55:45,Completed,324
3001,12,31,Egg Curry,18-11-2023,01:45:12,Completed,416
3002,23,15,Egg Curry,27-02-2023,07:03:33,Completed,432
3003,9,7,Chole Bhature,28-06-2023,20:40:31,Completed,240
3004,14,37,Pasta Alfredo,16-04-2023,00:43:17,Completed,545
3005,23,23,Prawn Masala,07-05-2023,14:28:57,Completed,423
3006,28,15,Veg Burger,23-04-2023,06:37:40,Completed,556
3007,22,1,Rajma Chawal,19-01-2023,18:10:39,Completed,521
3008,6,8,Chicken Burger,29-04-2023,15:32:13,Completed,547
3009,2,19,Chole Bhature,15-03-2023,03:17:08,Completed,175
3010,30,45,Veg Biryani,12-05-2023,16:36:24,Completed,524
3011,20,54,Rajma Chawal,09-04-2023,14:39:36,Completed,472
3012,5,3,Veg Burger,14-10-2023,06:42:16,Completed,257
3013,7,57,Samosa,02-05-2023,05:40:55,Completed,199
3014,27,25,Veg Biryani,06-10-2023,12:25:03,Completed,353
3015,9,32,Veg Burger,26-05-2023,03:12:17,Completed,180
3016,11,39,Egg Curry,29-09-2023,11:20:43,Completed,194
3017,2,30,Paneer Lababdar,17-02-2023,22:53:21,Completed,598
3018,3,15,Veg Burger,24-11-2023,20:04:38,Completed,529
3019,21,25,Pasta Alfredo,21-11-2023,02:14:58,Completed,349
3020,6,25,Pasta Alfredo,15-09-2023,20:37:53,Completed,213
3021,19,18,Veg Burger,28-02-2023,12:45:54,Completed,168
3022,20,51,Butter Chicken,16-05-2023,21:43:12,Completed,576
3023,28,18,Paneer Butter Masala,25-07-2023,13:39:29,Completed,391
3024,17,56,Prawn Masala,15-07-2023,03:28:18,Completed,464
3025,18,46,Veg Biryani,21-05-2023,01:11:25,Completed,334
3026,18,53,Prawn Masala,12-09-2023,06:57:19,Completed,302
3027,21,21,Prawn Masala,28-02-2023,01:45:35,Completed,441
3028,12,42,Butter Chicken,25-06-2023,03:31:49,Completed,558
3029,7,9,Samosa,04-01-2023,04:08:33,Completed,193
3030,24,38,Chicken Burger,21-06-2023,02:04:58,Completed,558
3031,11,35,Chicken Burger,06-01-2023,09:47:23,Completed,303
3032,20,53,Mutton Biryani,09-02-2023,17:28:50,Completed,308
3033,24,30,Chicken Burger,30-12-2023,04:53:13,Completed,518
3034,7,51,Chicken Biryani,21-05-2023,16:38:10,Completed,536
3035,11,25,Egg Curry,08-06-2023,04:52:39,Completed,479
3036,7,9,Masala Dosa,09-02-2023,23:22:57,Completed,464
3037,5,26,Mutton Biryani,17-09-2023,15:38:13,Completed,446
3038,11,23,Chole Bhature,23-06-2023,16:04:43,Completed,189
3039,21,40,Chicken Burger,09-06-2023,11:12:49,Completed,599
3040,10,49,Chicken Burger,01-03-2023,07:37:39,Completed,450
3041,14,19,Masala Dosa,03-05-2023,14:48:46,Completed,245
3042,5,24,Masala Dosa,27-01-2023,21:12:30,Completed,531
3043,2,14,Samosa,16-11-2023,09:33:48,Completed,445
3044,12,46,Veg Biryani,16-04-2023,10:11:17,Completed,593
3045,28,37,Veg Biryani,05-09-2023,14:22:54,Completed,413
3046,8,44,Egg Curry,30-08-2023,17:27:08,Completed,401
3047,12,58,Samosa,09-10-2023,15:38:43,Completed,480
3048,7,25,Chicken Burger,10-04-2023,18:25:55,Completed,321
3049,15,28,Mutton Biryani,17-03-2023,00:52:35,Completed,584
3050,4,26,Rajma Chawal,24-12-2023,11:17:56,Completed,343
3051,18,4,Chole Bhature,27-07-2023,02:36:43,Completed,173
3052,30,16,Egg Curry,07-05-2023,11:54:19,Completed,236
3053,17,42,Butter Chicken,22-09-2023,23:40:04,Completed,243
3054,20,47,Samosa,09-09-2023,04:58:26,Completed,472
3055,28,6,Paneer Lababdar,10-04-2023,00:37:22,Completed,524
3056,33,46,Veg Burger,16-01-2023,22:00:57,Completed,353
3057,1,52,Pasta Alfredo,22-06-2023,17:41:13,Completed,523
3058,19,11,Pasta Alfredo,12-05-2023,21:24:28,Completed,596
3059,12,40,Veg Biryani,09-01-2023,12:33:25,Completed,465
3060,17,32,Paneer Butter Masala,16-12-2023,21:13:46,Completed,190
3061,25,31,Chicken Biryani,10-03-2023,02:46:31,Completed,235
3062,18,32,Veg Burger,21-10-2023,19:45:59,Completed,516
3063,24,57,Chicken Biryani,24-03-2023,20:26:30,Completed,169
3064,14,49,Chicken Burger,12-04-2023,14:21:45,Completed,310
3065,24,45,Rajma Chawal,27-09-2023,14:42:41,Completed,303
3066,25,43,Masala Dosa,14-04-2023,23:24:42,Completed,264
3067,1,43,Chicken Burger,01-10-2023,13:58:38,Completed,389
3068,15,38,Chicken Biryani,30-10-2023,12:34:34,Completed,458
3069,10,26,Paneer Butter Masala,25-07-2023,03:52:02,Completed,348
3070,33,47,Chole Bhature,12-05-2023,06:36:55,Completed,339
3071,33,9,Mutton Biryani,01-04-2023,19:32:38,Completed,225
3072,10,33,Veg Biryani,17-08-2023,19:47:35,Completed,178
3073,8,16,Butter Chicken,24-07-2023,00:01:37,Completed,281
3074,8,58,Butter Chicken,10-01-2023,01:43:20,Completed,300
3075,26,24,Chole Bhature,14-01-2023,16:17:17,Completed,150
3076,6,36,Chicken Burger,24-12-2023,13:05:43,Completed,290
3077,20,15,Chicken Burger,24-08-2023,14:27:02,Completed,300
3078,12,21,Chicken Burger,18-04-2023,08:24:59,Completed,350
3079,23,25,Masala Dosa,13-05-2023,03:02:41,Completed,535
3080,7,6,Masala Dosa,03-04-2023,01:38:07,Completed,540
3081,12,24,Pasta Alfredo,17-06-2023,13:31:46,Completed,458
3082,24,17,Chicken Burger,09-08-2023,02:47:26,Completed,158
3083,26,33,Chicken Biryani,23-02-2023,10:52:49,Completed,291
3084,12,22,Mutton Biryani,23-11-2023,01:41:09,Completed,588
3085,11,13,Samosa,20-05-2023,05:04:04,Completed,244
3086,13,51,Paneer Butter Masala,27-09-2023,07:40:10,Completed,472
3087,22,10,Veg Burger,28-06-2023,07:13:46,Completed,412
3088,8,34,Egg Curry,24-04-2023,03:15:16,Completed,176
3089,9,2,Masala Dosa,17-03-2023,18:00:02,Completed,380
3090,21,42,Butter Chicken,02-10-2023,19:23:22,Completed,184
3091,26,14,Pasta Alfredo,19-03-2023,14:59:19,Completed,207
3092,8,8,Paneer Lababdar,29-01-2023,22:50:42,Completed,533
3093,16,43,Masala Dosa,27-01-2023,00:08:34,Completed,265
3094,23,24,Pasta Alfredo,08-07-2023,14:39:41,Completed,188
3095,25,26,Prawn Masala,13-03-2023,07:16:00,Completed,545
3096,16,51,Masala Dosa,31-07-2023,13:57:49,Completed,166
3097,9,14,Prawn Masala,04-03-2023,17:59:35,Completed,206
3098,11,11,Chole Bhature,14-02-2023,07:45:09,Completed,198
3099,17,39,Chole Bhature,10-01-2023,04:42:55,Completed,335
3100,5,25,Masala Dosa,30-12-2023,07:24:27,Completed,265
3101,1,59,Prawn Masala,11-09-2023,15:23:59,Completed,196
3102,3,4,Masala Dosa,22-09-2023,22:00:18,Completed,343
3103,7,42,Paneer Butter Masala,16-08-2023,20:20:20,Completed,280
3104,5,3,Veg Biryani,04-07-2023,23:02:21,Completed,380
3105,21,13,Egg Curry,06-03-2023,01:29:21,Completed,518
3106,5,11,Pasta Alfredo,12-03-2023,16:18:18,Completed,317
3107,22,14,Rajma Chawal,09-09-2023,23:18:13,Completed,162
3108,32,9,Egg Curry,20-11-2023,00:18:23,Completed,190
3109,15,44,Paneer Lababdar,01-01-2024,11:34:18,Completed,467
3110,32,26,Veg Biryani,20-02-2023,14:25:14,Completed,481
3111,25,37,Chole Bhature,31-10-2023,15:06:41,Completed,341
3112,31,15,Mutton Biryani,11-10-2023,13:20:47,Completed,556
3113,30,44,Butter Chicken,01-01-2024,21:48:36,Completed,573
3114,32,43,Egg Curry,19-05-2023,06:43:57,Completed,459
3115,23,18,Butter Chicken,30-06-2023,18:47:50,Completed,485
3116,2,36,Veg Biryani,15-02-2023,21:08:00,Completed,467
3117,15,5,Mutton Biryani,27-12-2023,23:03:41,Completed,555
3118,4,2,Veg Biryani,27-08-2023,22:15:48,Completed,574
3119,18,41,Egg Curry,18-04-2023,23:15:34,Completed,467
3120,16,60,Egg Curry,19-04-2023,16:41:17,Completed,596
3121,31,49,Prawn Masala,04-06-2023,01:18:39,Completed,585
3122,20,34,Prawn Masala,09-10-2023,03:38:03,Completed,192
3123,17,45,Chicken Biryani,19-07-2023,20:02:15,Completed,566
3124,3,14,Samosa,29-11-2023,15:27:55,Completed,263
3125,6,5,Prawn Masala,06-03-2023,05:01:06,Completed,563
3126,5,44,Chole Bhature,16-03-2023,19:12:11,Completed,540
3127,5,39,Butter Chicken,28-03-2023,19:24:39,Completed,328
3128,32,37,Veg Burger,05-09-2023,00:38:12,Completed,435
3129,24,50,Chole Bhature,02-03-2023,09:32:49,Completed,204
3130,12,51,Samosa,31-07-2023,07:03:56,Completed,511
3131,13,15,Mutton Biryani,29-11-2023,09:14:28,Completed,555
3132,30,39,Chicken Biryani,10-02-2023,11:44:55,Completed,594
3133,2,15,Rajma Chawal,24-03-2023,16:41:09,Completed,159
3134,30,38,Masala Dosa,16-04-2023,13:20:05,Completed,214
3135,4,1,Prawn Masala,11-11-2023,03:58:37,Completed,404
3136,25,30,Egg Curry,13-10-2023,04:57:44,Completed,547
3137,20,55,Pasta Alfredo,17-01-2023,17:55:39,Completed,456
3138,8,51,Prawn Masala,23-08-2023,05:36:21,Completed,443
3139,13,2,Veg Biryani,11-04-2023,14:32:46,Completed,342
3140,20,16,Veg Biryani,20-09-2023,01:05:35,Completed,230
3141,11,44,Egg Curry,27-04-2023,19:47:05,Completed,198
3142,15,56,Mutton Biryani,22-02-2023,15:22:29,Completed,353
3143,33,54,Paneer Butter Masala,24-04-2023,05:42:27,Completed,275
3144,28,4,Chole Bhature,24-05-2023,16:16:31,Completed,391
3145,21,49,Veg Burger,18-04-2023,23:51:07,Completed,317
3146,22,50,Chole Bhature,05-09-2023,13:15:30,Completed,316
3147,24,36,Veg Biryani,18-02-2023,04:28:03,Completed,372
3148,26,19,Chicken Burger,27-08-2023,17:15:34,Completed,266
3149,27,17,Butter Chicken,23-08-2023,06:06:26,Completed,394
3150,1,46,Butter Chicken,23-09-2023,23:22:31,Completed,267
3151,20,25,Masala Dosa,08-08-2023,23:53:29,Completed,284
3152,6,29,Chicken Burger,19-09-2023,23:39:19,Completed,472
3153,24,2,Veg Burger,24-10-2023,02:26:03,Completed,315
3154,2,38,Samosa,27-09-2023,03:45:43,Completed,191
3155,27,21,Veg Burger,17-05-2023,17:08:59,Completed,513
3156,27,3,Veg Burger,23-08-2023,14:46:05,Completed,458
3157,32,30,Samosa,30-10-2023,07:32:37,Completed,430
3158,20,36,Butter Chicken,14-03-2023,12:47:39,Completed,383
3159,27,39,Paneer Butter Masala,16-03-2023,04:17:38,Completed,317
3160,12,36,Prawn Masala,18-10-2023,12:33:42,Completed,204
3161,4,40,Butter Chicken,17-02-2023,11:57:22,Completed,560
3162,24,1,Pasta Alfredo,21-02-2023,12:32:45,Completed,307
3163,20,30,Butter Chicken,16-07-2023,06:48:29,Completed,315
3164,21,40,Chicken Burger,01-06-2023,10:12:05,Completed,209
3165,14,13,Rajma Chawal,20-02-2023,15:03:06,Completed,577
3166,20,11,Samosa,21-02-2023,16:32:38,Completed,282
3167,13,12,Mutton Biryani,04-02-2023,16:06:20,Completed,527
3168,5,20,Masala Dosa,11-08-2023,15:25:29,Completed,173
3169,5,55,Chole Bhature,24-08-2023,03:49:20,Completed,192
3170,14,43,Chole Bhature,25-07-2023,19:30:11,Completed,433
3171,28,15,Masala Dosa,10-02-2023,21:08:32,Completed,581
3172,17,28,Paneer Lababdar,27-06-2023,09:04:21,Completed,489
3173,14,35,Veg Burger,12-12-2023,21:05:25,Completed,428
3174,13,9,Masala Dosa,16-09-2023,15:46:08,Completed,361
3175,4,27,Samosa,09-07-2023,14:09:52,Completed,495
3176,24,21,Paneer Lababdar,14-08-2023,12:27:08,Completed,430
3177,17,52,Samosa,09-12-2023,21:12:15,Completed,366
3178,33,51,Rajma Chawal,26-04-2023,10:22:33,Completed,463
3179,1,59,Paneer Lababdar,21-12-2023,21:34:17,Completed,152
3180,16,19,Mutton Biryani,20-10-2023,05:09:44,Completed,436
3181,3,60,Masala Dosa,17-08-2023,09:18:24,Completed,153
3182,6,49,Chicken Biryani,08-08-2023,00:57:13,Completed,315
3183,12,18,Veg Burger,28-06-2023,14:53:35,Completed,315
3184,13,55,Masala Dosa,01-01-2023,01:34:40,Completed,321
3185,4,46,Prawn Masala,24-10-2023,19:12:00,Completed,390
3186,7,45,Egg Curry,09-01-2023,07:18:14,Completed,564
3187,4,55,Mutton Biryani,30-11-2023,05:31:32,Completed,497
3188,22,38,Paneer Butter Masala,01-01-2023,21:58:41,Completed,267
3189,28,15,Egg Curry,20-04-2023,04:19:56,Completed,507
3190,7,39,Samosa,02-01-2023,02:27:12,Completed,451
3191,24,58,Paneer Butter Masala,16-10-2023,16:12:13,Completed,189
3192,16,33,Chole Bhature,08-07-2023,17:33:37,Completed,351
3193,26,35,Samosa,19-12-2023,18:02:00,Completed,386
3194,30,53,Mutton Biryani,27-11-2023,19:32:24,Completed,224
3195,8,30,Paneer Butter Masala,09-07-2023,06:56:39,Completed,339
3196,18,39,Paneer Butter Masala,12-03-2023,16:27:29,Completed,556
3197,5,50,Paneer Butter Masala,27-07-2023,15:48:37,Completed,284
3198,32,17,Veg Burger,12-01-2023,06:33:02,Completed,587
3199,31,43,Chicken Biryani,03-02-2023,19:00:21,Completed,339
3200,26,13,Egg Curry,16-08-2023,10:11:00,Completed,547
3201,6,20,Samosa,29-10-2023,19:28:09,Completed,385
3202,14,58,Veg Biryani,03-09-2023,04:54:34,Completed,161
3203,31,20,Prawn Masala,28-05-2023,10:53:42,Completed,442
3204,21,21,Prawn Masala,26-07-2023,13:21:22,Completed,185
3205,18,18,Pasta Alfredo,24-06-2023,12:50:15,Completed,395
3206,18,32,Butter Chicken,25-01-2023,15:12:13,Completed,310
3207,17,7,Mutton Biryani,24-01-2023,21:53:42,Completed,178
3208,31,55,Butter Chicken,11-06-2023,11:07:44,Completed,407
3209,29,59,Veg Burger,13-01-2023,20:13:06,Completed,311
3210,21,56,Veg Burger,27-05-2023,09:26:30,Completed,573
3211,31,14,Mutton Biryani,14-09-2023,20:04:07,Completed,383
3212,19,23,Samosa,21-08-2023,13:24:23,Completed,186
3213,22,20,Prawn Masala,11-11-2023,17:13:07,Completed,569
3214,3,14,Paneer Lababdar,14-02-2023,09:25:19,Completed,326
3215,31,29,Mutton Biryani,17-03-2023,16:51:39,Completed,280
3216,11,7,Paneer Butter Masala,02-03-2023,19:49:47,Completed,394
3217,3,10,Veg Burger,26-03-2023,01:42:45,Completed,508
3218,19,19,Pasta Alfredo,09-06-2023,12:33:51,Completed,435
3219,32,46,Prawn Masala,01-06-2023,19:11:04,Completed,462
3220,28,1,Veg Biryani,01-12-2023,16:38:25,Completed,264
3221,11,22,Paneer Lababdar,07-09-2023,08:28:20,Completed,150
3222,26,20,Chole Bhature,06-10-2023,00:07:41,Completed,334
3223,18,30,Chicken Burger,11-02-2023,07:04:38,Completed,519
3224,7,44,Rajma Chawal,05-07-2023,19:04:27,Completed,587
3225,20,31,Pasta Alfredo,25-09-2023,03:41:26,Completed,565
3226,3,6,Egg Curry,17-10-2023,22:36:33,Completed,311
3227,22,17,Veg Burger,08-10-2023,10:25:44,Completed,163
3228,26,39,Mutton Biryani,24-11-2023,09:53:10,Completed,314
3229,26,49,Masala Dosa,07-09-2023,05:29:49,Completed,572
3230,23,44,Chole Bhature,29-06-2023,04:13:09,Completed,324
3231,2,16,Egg Curry,06-07-2023,12:45:53,Completed,432
3232,19,56,Butter Chicken,03-08-2023,23:43:53,Completed,204
3233,4,22,Prawn Masala,24-12-2023,01:24:46,Completed,203
3234,2,47,Rajma Chawal,14-06-2023,05:59:15,Completed,183
3235,27,60,Chicken Burger,31-08-2023,03:11:05,Completed,201
3236,16,5,Butter Chicken,07-02-2023,16:53:45,Completed,195
3237,16,55,Chole Bhature,21-06-2023,17:24:54,Completed,473
3238,2,9,Masala Dosa,15-10-2023,09:39:36,Completed,473
3239,30,31,Butter Chicken,26-03-2023,23:34:09,Completed,441
3240,30,47,Rajma Chawal,20-09-2023,10:28:52,Completed,381
3241,20,17,Chole Bhature,14-06-2023,03:51:35,Completed,184
3242,33,5,Pasta Alfredo,20-07-2023,23:12:28,Completed,313
3243,30,15,Mutton Biryani,20-03-2023,22:34:45,Completed,589
3244,22,51,Egg Curry,10-09-2023,05:20:45,Completed,282
3245,17,59,Pasta Alfredo,09-12-2023,19:42:36,Completed,286
3246,5,10,Masala Dosa,27-02-2023,22:30:29,Completed,237
3247,24,11,Masala Dosa,10-02-2023,11:26:30,Completed,275
3248,20,3,Mutton Biryani,15-04-2023,00:57:06,Completed,395
3249,4,54,Chicken Biryani,08-12-2023,15:56:28,Completed,199
3250,13,1,Rajma Chawal,02-06-2023,02:29:25,Completed,447
3251,5,26,Paneer Butter Masala,21-02-2023,11:51:36,Completed,412
3252,19,7,Butter Chicken,09-06-2023,05:46:20,Completed,425
3253,33,4,Veg Burger,27-07-2023,01:47:25,Completed,349
3254,19,35,Pasta Alfredo,10-06-2023,04:49:57,Completed,378
3255,13,38,Veg Burger,18-11-2023,01:37:21,Completed,306
3256,33,19,Chole Bhature,20-02-2023,18:31:06,Completed,561
3257,18,49,Samosa,29-09-2023,07:49:35,Completed,482
3258,27,41,Prawn Masala,01-05-2023,19:40:52,Completed,337
3259,8,6,Paneer Lababdar,13-07-2023,14:31:03,Completed,438
3260,27,17,Veg Biryani,23-01-2023,20:24:24,Completed,330
3261,25,8,Chicken Burger,21-04-2023,02:28:34,Completed,309
3262,1,40,Samosa,03-03-2023,11:01:48,Completed,178
3263,8,14,Chole Bhature,31-03-2023,23:22:30,Completed,545
3264,24,19,Egg Curry,23-07-2023,02:53:41,Completed,422
3265,19,3,Pasta Alfredo,27-03-2023,05:15:42,Completed,313
3266,7,52,Paneer Lababdar,01-05-2023,12:35:54,Completed,250
3267,24,56,Chicken Biryani,14-10-2023,19:36:40,Completed,401
3268,26,12,Paneer Lababdar,16-07-2023,04:27:14,Completed,192
3269,25,43,Chicken Burger,29-04-2023,06:18:06,Completed,310
3270,1,13,Chicken Burger,14-07-2023,15:39:03,Completed,184
3271,25,43,Butter Chicken,01-08-2023,17:35:53,Completed,311
3272,20,54,Chicken Biryani,24-04-2023,22:37:09,Completed,394
3273,27,25,Veg Biryani,30-12-2023,10:18:05,Completed,301
3274,24,31,Paneer Lababdar,18-03-2023,00:06:39,Completed,463
3275,13,36,Masala Dosa,25-01-2023,16:12:43,Completed,460
3276,6,17,Samosa,13-04-2023,06:42:38,Completed,150
3277,30,17,Paneer Butter Masala,18-01-2023,20:08:43,Completed,212
3278,20,24,Pasta Alfredo,12-08-2023,03:21:38,Completed,176
3279,18,47,Chole Bhature,13-05-2023,13:15:50,Completed,299
3280,9,12,Rajma Chawal,10-11-2023,21:05:36,Completed,496
3281,3,1,Rajma Chawal,01-06-2023,14:01:55,Completed,486
3282,28,4,Butter Chicken,23-08-2023,21:39:31,Completed,289
3283,29,44,Mutton Biryani,25-03-2023,08:15:37,Completed,537
3284,17,42,Prawn Masala,01-02-2023,03:25:48,Completed,354
3285,30,17,Butter Chicken,24-02-2023,22:48:30,Completed,425
3286,9,59,Paneer Butter Masala,03-09-2023,01:55:01,Completed,560
3287,5,3,Chicken Burger,09-01-2023,06:28:16,Completed,265
3288,2,10,Chicken Burger,19-08-2023,01:29:58,Completed,464
3289,13,33,Veg Burger,03-09-2023,10:08:27,Completed,297
3290,27,11,Paneer Butter Masala,18-07-2023,13:07:52,Completed,278
3291,28,53,Pasta Alfredo,16-05-2023,15:04:52,Completed,162
3292,19,31,Masala Dosa,01-09-2023,08:39:18,Completed,407
3293,11,29,Veg Biryani,29-06-2023,20:03:10,Completed,577
3294,16,24,Masala Dosa,28-06-2023,04:47:59,Completed,202
3295,23,52,Chicken Burger,11-10-2023,05:44:02,Completed,407
3296,33,6,Egg Curry,02-11-2023,12:54:42,Completed,289
3297,16,12,Chicken Biryani,04-03-2023,06:25:18,Completed,268
3298,15,55,Pasta Alfredo,24-07-2023,23:36:44,Completed,244
3299,18,20,Pasta Alfredo,20-12-2023,00:43:17,Completed,453
3300,30,31,Prawn Masala,06-05-2023,06:02:42,Completed,157
3301,31,28,Butter Chicken,24-11-2023,05:42:45,Completed,318
3302,19,27,Paneer Butter Masala,27-12-2023,04:21:19,Completed,227
3303,25,39,Veg Biryani,28-04-2023,19:35:46,Completed,600
3304,20,46,Chole Bhature,12-10-2023,09:32:39,Completed,405
3305,2,38,Egg Curry,26-10-2023,09:17:25,Completed,156
3306,20,57,Rajma Chawal,25-11-2023,03:11:35,Completed,482
3307,8,32,Chicken Biryani,05-01-2023,11:38:03,Completed,439
3308,19,22,Chicken Biryani,11-08-2023,23:06:58,Completed,404
3309,29,55,Chicken Burger,26-08-2023,10:37:48,Completed,203
3310,12,5,Masala Dosa,13-05-2023,00:35:07,Completed,396
3311,1,33,Samosa,24-02-2023,03:11:08,Completed,574
3312,8,47,Rajma Chawal,21-08-2023,09:46:59,Completed,418
3313,33,45,Paneer Butter Masala,09-07-2023,13:17:23,Completed,348
3314,21,39,Chicken Biryani,25-08-2023,16:00:47,Completed,259
3315,33,21,Pasta Alfredo,29-11-2023,12:46:02,Completed,177
3316,7,59,Masala Dosa,25-09-2023,08:03:31,Completed,335
3317,14,20,Veg Biryani,05-04-2023,23:50:22,Completed,248
3318,16,9,Mutton Biryani,02-07-2023,20:18:51,Completed,427
3319,14,33,Chicken Burger,05-02-2023,01:23:43,Completed,177
3320,20,51,Prawn Masala,20-03-2023,05:37:14,Completed,594
3321,1,59,Chicken Burger,30-03-2023,00:34:11,Completed,499
3322,9,9,Paneer Butter Masala,02-10-2023,04:05:05,Completed,263
3323,9,42,Butter Chicken,16-05-2023,03:04:00,Completed,154
3324,7,43,Pasta Alfredo,25-06-2023,17:33:06,Completed,459
3325,18,13,Pasta Alfredo,25-02-2023,12:54:02,Completed,530
3326,1,14,Paneer Lababdar,10-04-2023,17:24:28,Completed,285
3327,21,34,Chicken Biryani,08-01-2023,16:22:22,Completed,391
3328,31,14,Paneer Butter Masala,25-02-2023,18:33:31,Completed,388
3329,15,58,Prawn Masala,22-12-2023,08:33:19,Completed,254
3330,24,1,Butter Chicken,22-03-2023,15:14:57,Completed,409
3331,16,3,Veg Biryani,20-07-2023,02:31:24,Completed,160
3332,33,59,Chole Bhature,11-11-2023,22:00:23,Completed,414
3333,29,59,Chole Bhature,15-02-2023,13:04:42,Completed,468
3334,31,16,Mutton Biryani,16-05-2023,12:38:47,Completed,584
3335,22,50,Paneer Lababdar,20-03-2023,23:29:03,Completed,167
3336,26,4,Butter Chicken,28-09-2023,22:56:18,Completed,185
3337,11,43,Veg Biryani,20-04-2023,18:45:22,Completed,369
3338,22,54,Pasta Alfredo,20-11-2023,12:26:10,Completed,406
3339,29,36,Rajma Chawal,26-09-2023,10:22:29,Completed,369
3340,33,31,Samosa,02-04-2023,07:54:56,Completed,396
3341,9,20,Paneer Lababdar,24-06-2023,12:56:49,Completed,187
3342,1,16,Butter Chicken,07-08-2023,14:44:45,Completed,582
3343,22,8,Butter Chicken,27-06-2023,23:36:31,Completed,481
3344,26,29,Masala Dosa,23-03-2023,19:54:36,Completed,557
3345,25,20,Egg Curry,17-09-2023,08:07:03,Completed,153
3346,10,32,Chicken Burger,29-07-2023,17:47:08,Completed,442
3347,5,34,Prawn Masala,29-09-2023,01:14:15,Completed,412
3348,9,6,Prawn Masala,22-05-2023,00:10:32,Completed,480
3349,30,14,Pasta Alfredo,28-03-2023,19:20:21,Completed,471
3350,21,26,Veg Burger,19-03-2023,04:24:03,Completed,461
3351,33,9,Paneer Lababdar,21-05-2023,23:49:42,Completed,226
3352,18,42,Egg Curry,12-12-2023,16:56:24,Completed,530
3353,30,1,Paneer Lababdar,21-04-2023,11:01:31,Completed,157
3354,11,51,Chicken Biryani,15-08-2023,23:58:51,Completed,523
3355,4,4,Chicken Biryani,28-03-2023,21:02:07,Completed,299
3356,14,47,Paneer Lababdar,04-02-2023,22:57:14,Completed,157
3357,6,34,Butter Chicken,13-10-2023,07:09:50,Completed,405
3358,12,19,Chicken Biryani,29-05-2023,20:28:53,Completed,224
3359,12,22,Paneer Lababdar,31-01-2023,17:17:17,Completed,376
3360,1,19,Veg Biryani,06-11-2023,15:17:09,Completed,333
3361,29,40,Paneer Butter Masala,23-11-2023,01:04:46,Completed,368
3362,7,36,Samosa,18-02-2023,05:44:41,Completed,522
3363,7,21,Egg Curry,12-07-2023,09:12:31,Completed,441
3364,10,27,Rajma Chawal,26-11-2023,09:46:43,Completed,561
3365,6,58,Egg Curry,08-06-2023,09:13:16,Completed,444
3366,25,41,Egg Curry,22-08-2023,16:05:32,Completed,433
3367,22,6,Samosa,05-01-2023,11:45:23,Completed,592
3368,2,26,Masala Dosa,29-11-2023,08:37:05,Completed,160
3369,18,46,Paneer Lababdar,08-10-2023,06:40:40,Completed,419
3370,27,12,Paneer Butter Masala,19-03-2023,21:57:07,Completed,526
3371,32,12,Rajma Chawal,04-03-2023,13:15:33,Completed,577
3372,3,60,Rajma Chawal,26-11-2023,00:46:33,Completed,230
3373,3,30,Samosa,27-07-2023,23:52:04,Completed,375
3374,16,50,Veg Biryani,24-04-2023,16:14:25,Completed,565
3375,4,14,Paneer Lababdar,26-12-2023,04:57:45,Completed,421
3376,11,56,Veg Burger,19-11-2023,00:55:55,Completed,420
3377,32,10,Paneer Lababdar,04-09-2023,21:03:00,Completed,347
3378,4,24,Paneer Lababdar,04-07-2023,23:50:14,Completed,297
3379,2,21,Veg Burger,23-11-2023,13:16:02,Completed,597
